1.16,Max14:9.2,Sherman12:8.6,Chris20:8.5,Danny19:9.7,Jeffrey1:10.2,Marcus17:8.5,Karen13:9.5,Ryan18:9.0,Frank8:9.3,Joeseph9:9.3,Jose15:9.9,Martin16:8.8,Khoman 6:9.0,Alex2:8.0,Jonathan5:9.2,Tom11:7.8,Michael7:9.0,Vivien3:9.5,Jessica10:9.4,John4:9.0
1.08,Max14:9.2,Sherman12:8.5,Chris20:8.5,Danny19:9.8,Jeffrey1:10.3,Marcus17:8.4,Karen13:9.6,Ryan18:9.0,Frank8:9.4,Joeseph9:9.3,Jose15:10.0,Martin16:8.8,Khoman 6:9.0,Alex2:7.8,Jonathan5:9.2,Tom11:7.6,Michael7:9.0,Vivien3:9.6,Jessica10:9.5,John4:9.0
1.04,Max14:9.2,Sherman12:8.4,Chris20:8.5,Danny19:9.9,Jeffrey1:10.5,Marcus17:8.3,Karen13:9.7,Ryan18:9.0,Frank8:9.5,Joeseph9:9.3,Jose15:10.1,Martin16:8.8,Khoman 6:9.0,Alex2:7.6,Jonathan5:9.3,Tom11:7.4,Michael7:9.0,Vivien3:9.7,Jessica10:9.6,John4:9.0
1.0,Max14:9.2,Sherman12:8.4,Chris20:8.5,Danny19:10.0,Jeffrey1:10.6,Marcus17:8.2,Karen13:9.8,Ryan18:9.0,Frank8:9.6,Joeseph9:9.3,Jose15:10.2,Martin16:8.8,Khoman 6:9.0,Alex2:7.5,Jonathan5:9.4,Tom11:7.3,Michael7:9.0,Vivien3:9.8,Jessica10:9.6,John4:9.0
0.92,Max14:9.2,Sherman12:8.4,Chris20:8.4,Danny19:10.1,Jeffrey1:10.7,Marcus17:8.2,Karen13:9.8,Ryan18:9.0,Frank8:9.7,Joeseph9:9.3,Jose15:10.3,Martin16:8.8,Khoman 6:9.0,Alex2:7.4,Jonathan5:9.5,Tom11:7.2,Michael7:9.0,Vivien3:9.9,Jessica10:9.6,John4:9.0
0.88,Max14:9.2,Sherman12:8.4,Chris20:8.4,Danny19:10.2,Jeffrey1:10.8,Marcus17:8.2,Karen13:9.8,Ryan18:9.0,Frank8:9.8,Joeseph9:9.3,Jose15:10.4,Martin16:8.8,Khoman 6:9.0,Alex2:7.3,Jonathan5:9.6,Tom11:7.1,Michael7:9.0,Vivien3:10.0,Jessica10:9.6,John4:9.0
0.84,Max14:9.2,Sherman12:8.4,Chris20:8.3,Danny19:10.3,Jeffrey1:10.9,Marcus17:8.2,Karen13:9.8,Ryan18:9.0,Frank8:9.8,Joeseph9:9.3,Jose15:10.5,Martin16:8.8,Khoman 6:9.0,Alex2:7.2,Jonathan5:9.6,Tom11:7.0,Michael7:9.0,Vivien3:10.1,Jessica10:9.6,John4:9.0
0.84,Max14:9.2,Sherman12:8.4,Chris20:8.3,Danny19:10.4,Jeffrey1:11.0,Marcus17:8.1,Karen13:9.9,Ryan18:9.0,Frank8:9.8,Joeseph9:9.3,Jose15:10.6,Martin16:8.8,Khoman 6:9.0,Alex2:7.1,Jonathan5:9.6,Tom11:6.9,Michael7:9.0,Vivien3:10.2,Jessica10:9.6,John4:9.0
0.8,Max14:9.2,Sherman12:8.4,Chris20:8.3,Danny19:10.5,Jeffrey1:11.1,Marcus17:8.0,Karen13:10.0,Ryan18:9.0,Frank8:9.8,Joeseph9:9.3,Jose15:10.7,Martin16:8.8,Khoman 6:9.0,Alex2:7.0,Jonathan5:9.6,Tom11:6.8,Michael7:9.0,Vivien3:10.3,Jessica10:9.6,John4:9.0
0.76,Max14:9.2,Sherman12:8.4,Chris20:8.3,Danny19:10.6,Jeffrey1:11.2,Marcus17:8.0,Karen13:10.1,Ryan18:8.9,Frank8:9.9,Joeseph9:9.3,Jose15:10.8,Martin16:8.8,Khoman 6:8.9,Alex2:6.9,Jonathan5:9.6,Tom11:6.7,Michael7:9.0,Vivien3:10.4,Jessica10:9.7,John4:9.0
0.72,Max14:9.1,Sherman12:8.4,Chris20:8.3,Danny19:10.6,Jeffrey1:11.3,Marcus17:8.0,Karen13:10.1,Ryan18:8.9,Frank8:9.9,Joeseph9:9.3,Jose15:10.9,Martin16:8.8,Khoman 6:8.9,Alex2:6.8,Jonathan5:9.6,Tom11:6.6,Michael7:9.0,Vivien3:10.5,Jessica10:9.7,John4:9.0
0.76,Max14:9.1,Sherman12:8.4,Chris20:8.3,Danny19:10.6,Jeffrey1:11.4,Marcus17:8.0,Karen13:10.1,Ryan18:8.9,Frank8:9.9,Joeseph9:9.3,Jose15:10.9,Martin16:8.8,Khoman 6:8.9,Alex2:6.7,Jonathan5:9.6,Tom11:6.5,Michael7:9.0,Vivien3:10.5,Jessica10:9.7,John4:9.0
0.76,Max14:9.1,Sherman12:8.4,Chris20:8.3,Danny19:10.7,Jeffrey1:11.4,Marcus17:8.0,Karen13:10.1,Ryan18:8.9,Frank8:9.9,Joeseph9:9.3,Jose15:10.9,Martin16:8.8,Khoman 6:8.9,Alex2:6.6,Jonathan5:9.6,Tom11:6.5,Michael7:9.0,Vivien3:10.5,Jessica10:9.7,John4:9.0
0.76,Max14:9.0,Sherman12:8.4,Chris20:8.3,Danny19:10.7,Jeffrey1:11.4,Marcus17:8.0,Karen13:10.1,Ryan18:8.8,Frank8:9.9,Joeseph9:9.3,Jose15:10.9,Martin16:8.8,Khoman 6:8.9,Alex2:6.6,Jonathan5:9.6,Tom11:6.4,Michael7:9.0,Vivien3:10.6,Jessica10:9.7,John4:9.0
0.72,Max14:9.0,Sherman12:8.4,Chris20:8.3,Danny19:10.8,Jeffrey1:11.4,Marcus17:8.0,Karen13:10.1,Ryan18:8.8,Frank8:9.9,Joeseph9:9.3,Jose15:10.9,Martin16:8.8,Khoman 6:8.9,Alex2:6.5,Jonathan5:9.6,Tom11:6.4,Michael7:9.0,Vivien3:10.6,Jessica10:9.7,John4:9.0
0.72,Max14:9.0,Sherman12:8.4,Chris20:8.2,Danny19:10.8,Jeffrey1:11.4,Marcus17:8.0,Karen13:10.1,Ryan18:8.8,Frank8:9.9,Joeseph9:9.3,Jose15:10.9,Martin16:8.8,Khoman 6:8.9,Alex2:6.5,Jonathan5:9.6,Tom11:6.3,Michael7:9.0,Vivien3:10.7,Jessica10:9.7,John4:9.0
0.72,Max14:9.0,Sherman12:8.4,Chris20:8.2,Danny19:10.8,Jeffrey1:11.4,Marcus17:8.0,Karen13:10.1,Ryan18:8.8,Frank8:10.0,Joeseph9:9.3,Jose15:10.9,Martin16:8.9,Khoman 6:8.9,Alex2:6.5,Jonathan5:9.6,Tom11:6.3,Michael7:8.9,Vivien3:10.7,Jessica10:9.7,John4:9.0
0.72,Max14:9.0,Sherman12:8.4,Chris20:8.1,Danny19:10.9,Jeffrey1:11.4,Marcus17:8.0,Karen13:10.1,Ryan18:8.8,Frank8:10.0,Joeseph9:9.3,Jose15:10.9,Martin16:8.9,Khoman 6:8.9,Alex2:6.5,Jonathan5:9.6,Tom11:6.3,Michael7:8.9,Vivien3:10.7,Jessica10:9.7,John4:9.0
0.68,Max14:8.9,Sherman12:8.4,Chris20:8.1,Danny19:10.9,Jeffrey1:11.4,Marcus17:8.0,Karen13:10.1,Ryan18:8.8,Frank8:10.0,Joeseph9:9.3,Jose15:11.0,Martin16:8.9,Khoman 6:8.9,Alex2:6.5,Jonathan5:9.6,Tom11:6.3,Michael7:8.9,Vivien3:10.8,Jessica10:9.7,John4:9.0
0.68,Max14:8.9,Sherman12:8.4,Chris20:8.1,Danny19:10.9,Jeffrey1:11.4,Marcus17:8.0,Karen13:10.1,Ryan18:8.8,Frank8:10.0,Joeseph9:9.3,Jose15:11.0,Martin16:8.9,Khoman 6:8.9,Alex2:6.5,Jonathan5:9.6,Tom11:6.3,Michael7:8.9,Vivien3:10.9,Jessica10:9.7,John4:9.0
0.68,Max14:8.9,Sherman12:8.4,Chris20:8.1,Danny19:10.9,Jeffrey1:11.4,Marcus17:8.0,Karen13:10.1,Ryan18:8.8,Frank8:10.0,Joeseph9:9.3,Jose15:11.0,Martin16:8.9,Khoman 6:8.9,Alex2:6.5,Jonathan5:9.6,Tom11:6.3,Michael7:8.9,Vivien3:10.9,Jessica10:9.7,John4:9.0
1.8,Max14:9.1,Sherman12:8.9,Chris20:9.0,Danny19:9.1,Jeffrey1:9.3,Marcus17:8.8,Karen13:9.2,Ryan18:9.0,Frank8:9.1,Joeseph9:9.1,Jose15:9.2,Martin16:8.9,Khoman 6:8.9,Alex2:8.8,Jonathan5:9.1,Tom11:8.6,Michael7:9.0,Vivien3:9.1,Jessica10:9.1,John4:8.9
1.5333333333333334,Max14:9.2,Sherman12:8.8,Chris20:9.0,Danny19:9.2,Jeffrey1:9.6,Marcus17:8.6,Karen13:9.4,Ryan18:9.0,Frank8:9.2,Joeseph9:9.2,Jose15:9.4,Martin16:8.8,Khoman 6:8.8,Alex2:8.6,Jonathan5:9.2,Tom11:8.2,Michael7:9.0,Vivien3:9.2,Jessica10:9.1,John4:8.8
1.5,Max14:9.2,Sherman12:8.8,Chris20:8.9,Danny19:9.3,Jeffrey1:9.9,Marcus17:8.5,Karen13:9.5,Ryan18:9.0,Frank8:9.2,Joeseph9:9.3,Jose15:9.6,Martin16:8.7,Khoman 6:8.7,Alex2:8.4,Jonathan5:9.2,Tom11:7.9,Michael7:9.0,Vivien3:9.3,Jessica10:9.1,John4:8.7
1.3,Max14:9.2,Sherman12:8.8,Chris20:8.8,Danny19:9.4,Jeffrey1:10.1,Marcus17:8.4,Karen13:9.6,Ryan18:9.0,Frank8:9.3,Joeseph9:9.3,Jose15:9.8,Martin16:8.7,Khoman 6:8.7,Alex2:8.2,Jonathan5:9.2,Tom11:7.6,Michael7:9.0,Vivien3:9.4,Jessica10:9.1,John4:8.7
1.2666666666666666,Max14:9.2,Sherman12:8.8,Chris20:8.8,Danny19:9.5,Jeffrey1:10.3,Marcus17:8.3,Karen13:9.7,Ryan18:9.0,Frank8:9.4,Joeseph9:9.4,Jose15:9.9,Martin16:8.7,Khoman 6:8.7,Alex2:8.0,Jonathan5:9.2,Tom11:7.4,Michael7:9.1,Vivien3:9.5,Jessica10:9.1,John4:8.7
1.2,Max14:9.2,Sherman12:8.8,Chris20:8.8,Danny19:9.6,Jeffrey1:10.5,Marcus17:8.2,Karen13:9.8,Ryan18:9.0,Frank8:9.5,Joeseph9:9.4,Jose15:10.0,Martin16:8.7,Khoman 6:8.6,Alex2:7.8,Jonathan5:9.2,Tom11:7.2,Michael7:9.1,Vivien3:9.6,Jessica10:9.1,John4:8.6
1.1,Max14:9.2,Sherman12:8.8,Chris20:8.8,Danny19:9.7,Jeffrey1:10.7,Marcus17:8.1,Karen13:9.9,Ryan18:9.0,Frank8:9.5,Joeseph9:9.4,Jose15:10.0,Martin16:8.7,Khoman 6:8.6,Alex2:7.7,Jonathan5:9.3,Tom11:7.0,Michael7:9.1,Vivien3:9.7,Jessica10:9.1,John4:8.6
1.0,Max14:9.2,Sherman12:8.8,Chris20:8.7,Danny19:9.8,Jeffrey1:10.8,Marcus17:8.0,Karen13:10.0,Ryan18:9.0,Frank8:9.5,Joeseph9:9.4,Jose15:10.1,Martin16:8.7,Khoman 6:8.6,Alex2:7.6,Jonathan5:9.3,Tom11:6.8,Michael7:9.1,Vivien3:9.8,Jessica10:9.1,John4:8.6
0.9666666666666667,Max14:9.2,Sherman12:8.8,Chris20:8.6,Danny19:9.9,Jeffrey1:10.9,Marcus17:7.9,Karen13:10.1,Ryan18:9.0,Frank8:9.5,Joeseph9:9.4,Jose15:10.2,Martin16:8.7,Khoman 6:8.6,Alex2:7.5,Jonathan5:9.3,Tom11:6.7,Michael7:9.1,Vivien3:9.9,Jessica10:9.1,John4:8.6
0.9666666666666667,Max14:9.2,Sherman12:8.8,Chris20:8.6,Danny19:10.0,Jeffrey1:11.0,Marcus17:7.8,Karen13:10.2,Ryan18:9.0,Frank8:9.5,Joeseph9:9.4,Jose15:10.3,Martin16:8.7,Khoman 6:8.6,Alex2:7.4,Jonathan5:9.3,Tom11:6.6,Michael7:9.1,Vivien3:10.0,Jessica10:9.1,John4:8.6
0.9333333333333333,Max14:9.2,Sherman12:8.8,Chris20:8.6,Danny19:10.1,Jeffrey1:11.1,Marcus17:7.7,Karen13:10.3,Ryan18:8.9,Frank8:9.6,Joeseph9:9.4,Jose15:10.4,Martin16:8.7,Khoman 6:8.6,Alex2:7.3,Jonathan5:9.3,Tom11:6.5,Michael7:9.1,Vivien3:10.1,Jessica10:9.1,John4:8.6
0.9333333333333333,Max14:9.2,Sherman12:8.8,Chris20:8.6,Danny19:10.2,Jeffrey1:11.2,Marcus17:7.7,Karen13:10.4,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.4,Martin16:8.7,Khoman 6:8.6,Alex2:7.2,Jonathan5:9.3,Tom11:6.4,Michael7:9.1,Vivien3:10.2,Jessica10:9.1,John4:8.6
0.9333333333333333,Max14:9.2,Sherman12:8.8,Chris20:8.6,Danny19:10.3,Jeffrey1:11.3,Marcus17:7.7,Karen13:10.4,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.4,Martin16:8.7,Khoman 6:8.6,Alex2:7.1,Jonathan5:9.3,Tom11:6.3,Michael7:9.1,Vivien3:10.3,Jessica10:9.1,John4:8.6
0.8333333333333334,Max14:9.2,Sherman12:8.8,Chris20:8.6,Danny19:10.4,Jeffrey1:11.4,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.4,Martin16:8.7,Khoman 6:8.6,Alex2:7.0,Jonathan5:9.3,Tom11:6.2,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
0.7666666666666667,Max14:9.2,Sherman12:8.8,Chris20:8.5,Danny19:10.5,Jeffrey1:11.5,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.4,Martin16:8.7,Khoman 6:8.6,Alex2:6.9,Jonathan5:9.3,Tom11:6.1,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
0.8,Max14:9.2,Sherman12:8.8,Chris20:8.5,Danny19:10.6,Jeffrey1:11.5,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.4,Martin16:8.7,Khoman 6:8.6,Alex2:6.8,Jonathan5:9.3,Tom11:6.1,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
0.7666666666666667,Max14:9.2,Sherman12:8.8,Chris20:8.5,Danny19:10.6,Jeffrey1:11.5,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.5,Martin16:8.7,Khoman 6:8.6,Alex2:6.8,Jonathan5:9.3,Tom11:6.0,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
0.7666666666666667,Max14:9.2,Sherman12:8.8,Chris20:8.5,Danny19:10.7,Jeffrey1:11.5,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.6,Martin16:8.7,Khoman 6:8.6,Alex2:6.7,Jonathan5:9.3,Tom11:6.0,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
0.7333333333333333,Max14:9.2,Sherman12:8.8,Chris20:8.5,Danny19:10.7,Jeffrey1:11.5,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.7,Martin16:8.7,Khoman 6:8.6,Alex2:6.7,Jonathan5:9.3,Tom11:5.9,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
0.7666666666666667,Max14:9.2,Sherman12:8.8,Chris20:8.5,Danny19:10.8,Jeffrey1:11.5,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.7,Martin16:8.7,Khoman 6:8.6,Alex2:6.6,Jonathan5:9.3,Tom11:5.9,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
0.7333333333333333,Max14:9.2,Sherman12:8.8,Chris20:8.5,Danny19:10.8,Jeffrey1:11.5,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.7,Martin16:8.7,Khoman 6:8.6,Alex2:6.6,Jonathan5:9.3,Tom11:5.8,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
0.7666666666666667,Max14:9.2,Sherman12:8.8,Chris20:8.5,Danny19:10.9,Jeffrey1:11.5,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.7,Martin16:8.7,Khoman 6:8.6,Alex2:6.5,Jonathan5:9.3,Tom11:5.8,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
0.7333333333333333,Max14:9.2,Sherman12:8.8,Chris20:8.5,Danny19:10.9,Jeffrey1:11.5,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.7,Martin16:8.7,Khoman 6:8.6,Alex2:6.5,Jonathan5:9.3,Tom11:5.7,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
0.7333333333333333,Max14:9.2,Sherman12:8.8,Chris20:8.5,Danny19:10.9,Jeffrey1:11.5,Marcus17:7.7,Karen13:10.5,Ryan18:8.8,Frank8:9.6,Joeseph9:9.4,Jose15:10.7,Martin16:8.7,Khoman 6:8.6,Alex2:6.5,Jonathan5:9.3,Tom11:5.7,Michael7:9.1,Vivien3:10.4,Jessica10:9.1,John4:8.6
1.6857142857142857,Max14:9.1,Sherman12:8.9,Chris20:9.0,Danny19:9.1,Jeffrey1:9.3,Marcus17:8.8,Karen13:9.2,Ryan18:9.0,Frank8:9.1,Joeseph9:9.1,Jose15:9.2,Martin16:8.9,Khoman 6:8.9,Alex2:8.8,Jonathan5:9.1,Tom11:8.6,Michael7:9.0,Vivien3:9.1,Jessica10:9.1,John4:8.9
1.457142857142857,Max14:9.1,Sherman12:8.8,Chris20:9.0,Danny19:9.2,Jeffrey1:9.6,Marcus17:8.6,Karen13:9.4,Ryan18:9.0,Frank8:9.2,Joeseph9:9.2,Jose15:9.4,Martin16:8.8,Khoman 6:8.8,Alex2:8.6,Jonathan5:9.2,Tom11:8.3,Michael7:9.0,Vivien3:9.2,Jessica10:9.2,John4:8.8
1.3714285714285714,Max14:9.1,Sherman12:8.8,Chris20:8.9,Danny19:9.3,Jeffrey1:9.9,Marcus17:8.5,Karen13:9.5,Ryan18:9.0,Frank8:9.2,Joeseph9:9.3,Jose15:9.6,Martin16:8.8,Khoman 6:8.8,Alex2:8.4,Jonathan5:9.2,Tom11:8.0,Michael7:9.0,Vivien3:9.3,Jessica10:9.2,John4:8.8
1.2857142857142858,Max14:9.1,Sherman12:8.8,Chris20:8.9,Danny19:9.4,Jeffrey1:10.1,Marcus17:8.4,Karen13:9.6,Ryan18:9.0,Frank8:9.3,Joeseph9:9.4,Jose15:9.7,Martin16:8.8,Khoman 6:8.8,Alex2:8.2,Jonathan5:9.2,Tom11:7.8,Michael7:9.0,Vivien3:9.4,Jessica10:9.2,John4:8.8
1.2285714285714286,Max14:9.1,Sherman12:8.8,Chris20:8.9,Danny19:9.5,Jeffrey1:10.3,Marcus17:8.3,Karen13:9.7,Ryan18:9.0,Frank8:9.4,Joeseph9:9.5,Jose15:9.8,Martin16:8.8,Khoman 6:8.7,Alex2:8.0,Jonathan5:9.2,Tom11:7.6,Michael7:9.0,Vivien3:9.5,Jessica10:9.2,John4:8.8
1.1142857142857143,Max14:9.1,Sherman12:8.8,Chris20:8.9,Danny19:9.6,Jeffrey1:10.5,Marcus17:8.2,Karen13:9.8,Ryan18:9.0,Frank8:9.5,Joeseph9:9.5,Jose15:9.9,Martin16:8.8,Khoman 6:8.6,Alex2:7.8,Jonathan5:9.2,Tom11:7.4,Michael7:9.0,Vivien3:9.6,Jessica10:9.2,John4:8.8
1.0571428571428572,Max14:9.1,Sherman12:8.8,Chris20:8.9,Danny19:9.7,Jeffrey1:10.7,Marcus17:8.1,Karen13:9.9,Ryan18:9.0,Frank8:9.6,Joeseph9:9.5,Jose15:10.0,Martin16:8.8,Khoman 6:8.6,Alex2:7.7,Jonathan5:9.3,Tom11:7.2,Michael7:9.0,Vivien3:9.7,Jessica10:9.2,John4:8.8
0.9428571428571428,Max14:9.1,Sherman12:8.8,Chris20:8.9,Danny19:9.8,Jeffrey1:10.8,Marcus17:8.0,Karen13:10.0,Ryan18:9.0,Frank8:9.6,Joeseph9:9.5,Jose15:10.0,Martin16:8.8,Khoman 6:8.6,Alex2:7.6,Jonathan5:9.4,Tom11:7.0,Michael7:9.0,Vivien3:9.8,Jessica10:9.2,John4:8.8
0.9142857142857143,Max14:9.1,Sherman12:8.8,Chris20:8.8,Danny19:9.9,Jeffrey1:10.9,Marcus17:7.9,Karen13:10.1,Ryan18:9.0,Frank8:9.6,Joeseph9:9.5,Jose15:10.1,Martin16:8.8,Khoman 6:8.6,Alex2:7.5,Jonathan5:9.4,Tom11:6.9,Michael7:9.0,Vivien3:9.9,Jessica10:9.2,John4:8.8
0.9142857142857143,Max14:9.1,Sherman12:8.8,Chris20:8.8,Danny19:10.0,Jeffrey1:11.0,Marcus17:7.8,Karen13:10.2,Ryan18:9.0,Frank8:9.6,Joeseph9:9.5,Jose15:10.1,Martin16:8.8,Khoman 6:8.6,Alex2:7.4,Jonathan5:9.4,Tom11:6.8,Michael7:9.0,Vivien3:10.0,Jessica10:9.2,John4:8.8
0.8857142857142857,Max14:9.1,Sherman12:8.8,Chris20:8.8,Danny19:10.1,Jeffrey1:11.1,Marcus17:7.8,Karen13:10.3,Ryan18:9.0,Frank8:9.6,Joeseph9:9.5,Jose15:10.1,Martin16:8.8,Khoman 6:8.6,Alex2:7.3,Jonathan5:9.4,Tom11:6.7,Michael7:9.0,Vivien3:10.1,Jessica10:9.2,John4:8.8
0.8857142857142857,Max14:9.1,Sherman12:8.8,Chris20:8.8,Danny19:10.2,Jeffrey1:11.2,Marcus17:7.8,Karen13:10.4,Ryan18:8.9,Frank8:9.7,Joeseph9:9.5,Jose15:10.1,Martin16:8.8,Khoman 6:8.6,Alex2:7.2,Jonathan5:9.4,Tom11:6.6,Michael7:9.0,Vivien3:10.2,Jessica10:9.2,John4:8.8
0.8571428571428571,Max14:9.1,Sherman12:8.8,Chris20:8.8,Danny19:10.3,Jeffrey1:11.3,Marcus17:7.8,Karen13:10.5,Ryan18:8.8,Frank8:9.7,Joeseph9:9.5,Jose15:10.1,Martin16:8.8,Khoman 6:8.6,Alex2:7.1,Jonathan5:9.4,Tom11:6.5,Michael7:9.0,Vivien3:10.3,Jessica10:9.2,John4:8.8
0.8285714285714286,Max14:9.1,Sherman12:8.8,Chris20:8.7,Danny19:10.4,Jeffrey1:11.4,Marcus17:7.8,Karen13:10.5,Ryan18:8.8,Frank8:9.7,Joeseph9:9.5,Jose15:10.1,Martin16:8.8,Khoman 6:8.6,Alex2:7.0,Jonathan5:9.4,Tom11:6.4,Michael7:9.0,Vivien3:10.3,Jessica10:9.2,John4:8.8
0.7714285714285715,Max14:9.1,Sherman12:8.8,Chris20:8.6,Danny19:10.4,Jeffrey1:11.4,Marcus17:7.8,Karen13:10.5,Ryan18:8.8,Frank8:9.7,Joeseph9:9.5,Jose15:10.1,Martin16:8.8,Khoman 6:8.6,Alex2:7.0,Jonathan5:9.4,Tom11:6.3,Michael7:9.0,Vivien3:10.4,Jessica10:9.2,John4:8.8
0.7714285714285715,Max14:9.1,Sherman12:8.8,Chris20:8.5,Danny19:10.5,Jeffrey1:11.4,Marcus17:7.8,Karen13:10.5,Ryan18:8.8,Frank8:9.7,Joeseph9:9.5,Jose15:10.1,Martin16:8.8,Khoman 6:8.6,Alex2:7.0,Jonathan5:9.4,Tom11:6.2,Michael7:9.0,Vivien3:10.4,Jessica10:9.2,John4:8.8
0.7428571428571429,Max14:9.1,Sherman12:8.8,Chris20:8.4,Danny19:10.6,Jeffrey1:11.4,Marcus17:7.8,Karen13:10.5,Ryan18:8.8,Frank8:9.7,Joeseph9:9.5,Jose15:10.1,Martin16:8.8,Khoman 6:8.6,Alex2:7.0,Jonathan5:9.4,Tom11:6.1,Michael7:9.0,Vivien3:10.4,Jessica10:9.2,John4:8.8
0.7142857142857143,Max14:9.1,Sherman12:8.8,Chris20:8.3,Danny19:10.6,Jeffrey1:11.4,Marcus17:7.8,Karen13:10.5,Ryan18:8.8,Frank8:9.7,Joeseph9:9.5,Jose15:10.2,Martin16:8.8,Khoman 6:8.6,Alex2:7.0,Jonathan5:9.4,Tom11:6.0,Michael7:9.0,Vivien3:10.4,Jessica10:9.2,John4:8.8
0.7428571428571429,Max14:9.1,Sherman12:8.8,Chris20:8.3,Danny19:10.7,Jeffrey1:11.4,Marcus17:7.8,Karen13:10.5,Ryan18:8.8,Frank8:9.7,Joeseph9:9.5,Jose15:10.2,Martin16:8.8,Khoman 6:8.6,Alex2:6.9,Jonathan5:9.4,Tom11:6.0,Michael7:9.0,Vivien3:10.4,Jessica10:9.2,John4:8.8
0.7428571428571429,Max14:9.1,Sherman12:8.8,Chris20:8.3,Danny19:10.7,Jeffrey1:11.4,Marcus17:7.8,Karen13:10.5,Ryan18:8.8,Frank8:9.7,Joeseph9:9.5,Jose15:10.2,Martin16:8.8,Khoman 6:8.6,Alex2:6.9,Jonathan5:9.4,Tom11:6.0,Michael7:9.0,Vivien3:10.5,Jessica10:9.2,John4:8.8
0.7428571428571429,Max14:9.1,Sherman12:8.8,Chris20:8.3,Danny19:10.7,Jeffrey1:11.4,Marcus17:7.8,Karen13:10.5,Ryan18:8.8,Frank8:9.7,Joeseph9:9.5,Jose15:10.2,Martin16:8.8,Khoman 6:8.6,Alex2:6.9,Jonathan5:9.4,Tom11:6.0,Michael7:9.0,Vivien3:10.5,Jessica10:9.2,John4:8.8
1.6875,Max14:9.0,Sherman12:8.9,Chris20:9.0,Danny19:9.1,Jeffrey1:9.3,Marcus17:8.8,Karen13:9.2,Ryan18:9.0,Frank8:9.1,Joeseph9:9.1,Jose15:9.2,Martin16:8.9,Khoman 6:9.0,Alex2:8.7,Jonathan5:9.1,Tom11:8.7,Michael7:9.0,Vivien3:9.1,Jessica10:9.1,John4:8.9
1.4375,Max14:9.0,Sherman12:8.8,Chris20:9.0,Danny19:9.2,Jeffrey1:9.6,Marcus17:8.6,Karen13:9.4,Ryan18:9.0,Frank8:9.2,Joeseph9:9.2,Jose15:9.4,Martin16:8.8,Khoman 6:9.0,Alex2:8.4,Jonathan5:9.2,Tom11:8.4,Michael7:9.0,Vivien3:9.2,Jessica10:9.2,John4:8.8
1.3375,Max14:9.0,Sherman12:8.8,Chris20:9.0,Danny19:9.2,Jeffrey1:9.9,Marcus17:8.5,Karen13:9.5,Ryan18:8.9,Frank8:9.3,Joeseph9:9.2,Jose15:9.6,Martin16:8.8,Khoman 6:9.0,Alex2:8.2,Jonathan5:9.2,Tom11:8.2,Michael7:9.0,Vivien3:9.3,Jessica10:9.2,John4:8.7
1.2875,Max14:9.0,Sherman12:8.8,Chris20:9.0,Danny19:9.3,Jeffrey1:10.1,Marcus17:8.4,Karen13:9.6,Ryan18:8.9,Frank8:9.4,Joeseph9:9.2,Jose15:9.7,Martin16:8.8,Khoman 6:9.0,Alex2:8.0,Jonathan5:9.2,Tom11:8.0,Michael7:9.0,Vivien3:9.4,Jessica10:9.2,John4:8.6
